,epoch,theta,train_loss,train_accuracy,validation_loss,validation_accuracy,ranks,# effective parameters,# effective parameters train,cr_train,cr_test
0,0,0.2,1.981780171394348,0.4835358056265972,1.861867070198059,0.6015127388535032,"[10, 20, 8, 10]",26950,27614,0.935855981416957,0.9373983739837398
1,1,0.2,1.8150302171707156,0.6455402813299229,1.8248685598373413,0.6358479299363055,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
2,2,0.2,1.7937283515930176,0.6658607736572888,1.763954520225525,0.6989450636942679,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
3,3,0.2,1.713975429534912,0.7468030690537101,1.692607283592224,0.767615445859873,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
4,4,0.2,1.8511258363723757,0.6074968030690525,1.88010048866272,0.5780254777070065,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
5,5,0.2,1.811715006828308,0.647678228900257,1.803262948989868,0.6561504777070063,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
6,6,0.2,1.7900137901306152,0.669017742966754,1.7979692220687866,0.6604299363057322,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
7,7,0.2,1.7806675434112549,0.678368765984655,1.7718515396118164,0.686106687898089,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
8,8,0.2,1.7591367959976196,0.7013067455242984,1.6958194971084597,0.7638335987261151,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
9,9,0.2,1.7008087635040283,0.7598905051150897,1.6849364042282104,0.7742834394904469,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
10,10,0.2,1.747544765472412,0.7129755434782616,1.7072985172271729,0.7531847133757967,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
11,11,0.2,1.6936898231506348,0.7671235613810758,1.683132529258728,0.7774681528662428,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
12,12,0.2,1.6850162744522097,0.7753156969309469,1.6786211729049685,0.7813495222929948,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
13,13,0.2,1.6811306476593018,0.7789721867007685,1.6779775619506836,0.7820461783439498,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
14,14,0.2,1.678781032562256,0.7812500000000006,1.6784279346466064,0.7808519108280262,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
15,15,0.2,1.6757869720458984,0.7841871803069068,1.6755160093307495,0.7837380573248418,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
16,16,0.2,1.6755448579788208,0.7847266624040938,1.6897510290145874,0.770501592356689,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
17,17,0.2,1.6747515201568604,0.7854859335038371,1.6736412048339844,0.7856289808917206,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
18,18,0.2,1.6728259325027466,0.7872442455242987,1.6727129220962524,0.7866242038216572,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
19,19,0.2,1.6724058389663696,0.7876039002557563,1.6713645458221436,0.7881170382165615,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
20,20,0.2,1.6732771396636963,0.7868646099744261,1.8651329278945925,0.5970342356687898,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
21,21,0.2,1.6836786270141602,0.7760350063938622,1.6746370792388916,0.7844347133757973,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
22,22,0.2,1.6720192432403564,0.7875839194373413,1.6729731559753418,0.7864251592356698,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
23,23,0.2,1.670674443244934,0.7892623081841441,1.6718841791152954,0.7873208598726127,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
24,24,0.2,1.6693480014801023,0.7903013107416889,1.6743148565292358,0.7847332802547781,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
25,25,0.2,1.6823853254318235,0.7774536445012806,1.677882194519043,0.7819466560509565,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
26,26,0.2,1.6738343238830566,0.7859255115089523,1.6721746921539309,0.7871218152866251,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
27,27,0.2,1.6690644025802612,0.7908407928388754,1.6700445413589478,0.7886146496815295,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
28,28,0.2,1.5908154249191284,0.8722826086956549,1.58988618850708,0.8726114649681531,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
29,29,0.2,1.5787004232406616,0.883192135549874,1.5799602270126345,0.8818670382165611,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
30,30,0.2,1.5754951238632202,0.8866687979539662,1.5773980617523191,0.8838574840764339,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
31,31,0.2,1.5741803646087646,0.8879675511508983,1.5933902263641355,0.8680334394904464,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
32,32,0.2,1.5740838050842283,0.887767742966754,1.5752670764923096,0.8858479299363062,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
33,33,0.2,1.5730621814727783,0.8882872442455282,1.587404727935791,0.8736066878980897,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
34,34,0.2,1.5717021226882937,0.890205402813302,1.576460361480713,0.8849522292993635,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
35,35,0.2,1.5729811191558838,0.8886668797954,1.5746430158615112,0.8865445859872617,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
36,36,0.2,1.572156310081482,0.8897058823529439,1.5776782035827637,0.8839570063694272,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
37,37,0.2,1.5710642337799072,0.890764865728903,1.5753445625305176,0.8861464968152873,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
38,38,0.2,1.570271372795105,0.8914442135549898,1.5745975971221924,0.8862460191082808,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
39,39,0.2,1.5694797039031982,0.8921435421994914,1.5765647888183594,0.8846536624203823,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
40,40,0.2,1.5684425830841064,0.8932824488491068,1.5772093534469604,0.8838574840764339,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
41,41,0.2,1.5680034160614014,0.8938818734015368,1.5731531381607056,0.8882364649681534,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
42,42,0.2,1.5678167343139648,0.8936820652173937,1.5734151601791382,0.8874402866242044,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
43,43,0.2,1.567529797554016,0.8940617007672658,1.607291340827942,0.8535031847133766,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
44,44,0.2,1.5670228004455566,0.8946811061381099,1.5736501216888428,0.8877388535031855,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
45,45,0.2,1.587349534034729,0.874600383631716,1.5846596956253052,0.876194267515924,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
46,46,0.2,1.5758379697799685,0.8853500639386213,1.5787676572799685,0.8817675159235671,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
47,47,0.2,1.6968262195587158,0.7639066496163698,1.7692701816558838,0.68968949044586,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
48,48,0.2,1.7478368282318115,0.7122961956521758,1.678835391998291,0.7809514331210197,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
49,49,0.2,1.6657743453979492,0.7942175511508974,1.676360845565796,0.7831409235668798,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
50,50,0.2,1.6624886989593506,0.7974344629156036,1.675366997718811,0.7846337579617841,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
51,51,0.2,1.660808563232422,0.7992127557544778,1.6730481386184692,0.7867237261146504,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
52,52,0.2,1.659734845161438,0.8000719309462941,1.6692843437194824,0.79000796178344,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
53,53,0.2,1.659015417098999,0.8008711636828667,1.6675044298171997,0.7913017515923574,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
54,54,0.2,1.6586601734161377,0.8012308184143248,1.6676325798034668,0.7912022292993637,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
55,55,0.2,1.6631628274917605,0.7971747122762178,1.6794416904449463,0.7803542993630576,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
56,56,0.2,1.6105339527130127,0.8515425191815886,1.6046297550201416,0.857185509554141,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
57,57,0.2,1.595463752746582,0.8661484974424583,1.598511815071106,0.8626592356687905,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
58,58,0.2,1.5913978815078735,0.8701046994884938,1.5909379720687866,0.8706210191082808,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
59,59,0.2,1.5884480476379397,0.8732217071611275,1.5952574014663696,0.8665406050955422,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
60,60,0.2,1.5860042572021484,0.8759790601023036,1.5896179676055908,0.8711186305732488,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
61,61,0.2,1.575086236000061,0.8869485294117675,1.5137410163879397,0.9482484076433122,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
62,62,0.2,1.493340253829956,0.9695891943734036,1.5028475522994995,0.9598925159235672,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
63,63,0.2,1.488661289215088,0.9741847826086966,1.5075677633285522,0.9537221337579626,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
64,64,0.2,1.4874415397644043,0.9750439578005136,1.4978400468826294,0.9640724522293,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
65,65,0.2,1.4859250783920288,0.976242806905372,1.49933660030365,0.9614848726114652,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
66,66,0.2,1.4847666025161743,0.9775415601023032,1.4915504455566406,0.9702428343949048,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
67,67,0.2,1.4840898513793943,0.9780810421994888,1.5132771730422974,0.9491441082802552,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
68,68,0.2,1.482856035232544,0.9795995843989784,1.4901431798934937,0.971238057324841,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
69,69,0.2,1.481606364250183,0.9805986253196932,1.491784691810608,0.9690485668789808,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
70,70,0.2,1.4815902709960938,0.9805187020460364,1.4908223152160645,0.970740445859873,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
71,71,0.2,1.4816503524780271,0.9806186061381084,1.4902762174606323,0.9707404458598732,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
72,72,0.2,1.4812023639678955,0.981118126598466,1.4911293983459473,0.970441878980892,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
73,73,0.2,1.4838911294937134,0.9784606777493626,1.4936398267745972,0.9679538216560511,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
74,74,0.2,1.499706745147705,0.9623361572890048,1.4986274242401123,0.963276273885351,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
75,75,0.2,1.5019630193710327,0.960957480818417,1.5134586095809937,0.9482484076433126,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
76,76,0.2,1.500226616859436,0.9623761189258352,1.5049564838409424,0.9571058917197452,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
77,77,0.2,1.493065595626831,0.9697890025575462,1.5020679235458374,0.9600915605095548,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
78,78,0.2,1.4896067380905151,0.9727661445012812,1.4973411560058594,0.964470541401274,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
79,79,0.2,1.487212300300598,0.9752637468030706,1.4990580081939695,0.9630772292993632,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
80,80,0.2,1.4869892597198486,0.9757432864450148,1.4963067770004272,0.9660628980891725,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
81,81,0.2,1.4872807264328003,0.9749840153452716,1.507358431816101,0.9543192675159232,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
82,82,0.2,1.4856550693511963,0.9766624040920728,1.4935946464538574,0.968351910828026,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
83,83,0.2,1.4834052324295044,0.979040121483377,1.492625713348389,0.9687500000000006,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
84,84,0.2,1.4824658632278442,0.9800191815856784,1.4907721281051636,0.970541401273886,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
85,85,0.2,1.4822477102279663,0.980099104859336,1.4998552799224854,0.9618829617834398,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
86,86,0.2,1.482074737548828,0.9803788363171356,1.4957062005996704,0.9661624203821662,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
87,87,0.2,1.481086492538452,0.9814178388746808,1.4920098781585691,0.9700437898089174,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
88,88,0.2,1.4809781312942505,0.981377877237852,1.4932464361190796,0.9676552547770706,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
89,89,0.2,1.4807546138763428,0.9815577046035812,1.4904043674468994,0.9712380573248408,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
90,90,0.2,1.4805550575256348,0.9817974744245532,1.4901107549667358,0.9717356687898092,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
91,91,0.2,1.4801340103149414,0.9821771099744244,1.488519549369812,0.9729299363057332,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
92,92,0.2,1.478735089302063,0.9834159207161124,1.4887068271636963,0.9725318471337584,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
93,93,0.2,1.4780763387680054,0.9842750959079272,1.489996075630188,0.9711385350318475,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
94,94,0.2,1.478245735168457,0.984035326086956,1.4916115999221802,0.9707404458598728,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
95,95,0.2,1.478683590888977,0.983395939897698,1.4915851354599,0.9701433121019116,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
96,96,0.2,1.478457808494568,0.983955402813298,1.4903793334960938,0.971536624203822,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
97,97,0.2,1.477947235107422,0.9841352301790276,1.4896981716156006,0.9719347133757966,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
98,98,0.2,1.4778996706008911,0.9842351342710997,1.4881762266159058,0.9734275477707014,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
99,99,0.2,1.4786462783813477,0.9833759590792844,1.49370539188385,0.9675557324840768,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
100,100,0.2,1.4786195755004885,0.9834958439897692,1.4910061359405518,0.970441878980892,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
101,101,0.2,1.4831197261810305,0.9787204283887476,1.4885239601135254,0.973228503184714,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
102,102,0.2,1.4810099601745603,0.981078164961638,1.4890671968460083,0.972631369426752,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
103,103,0.2,1.477465033531189,0.9848745204603576,1.4903308153152466,0.970640923566879,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
104,104,0.2,1.4777921438217163,0.9840353260869568,1.4920601844787598,0.9693471337579624,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
105,105,0.2,1.4770711660385132,0.9848145780051146,1.4876755475997925,0.9737261146496818,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
106,106,0.2,1.4772313833236694,0.984774616368286,1.4917845726013184,0.9697452229299364,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
107,107,0.2,1.4767825603485107,0.9852941176470578,1.488072156906128,0.9734275477707012,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
108,108,0.2,1.475698709487915,0.9864330242966745,1.4895706176757812,0.9714371019108284,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
109,109,0.2,1.4752650260925293,0.9868126598465462,1.4888510704040527,0.9719347133757968,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
110,110,0.2,1.4752528667449951,0.986932544757032,1.4881246089935305,0.9730294585987266,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
111,111,0.2,1.4751373529434204,0.9869525255754464,1.4892936944961548,0.97203423566879,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
112,112,0.2,1.47451913356781,0.9875319693094616,1.4886159896850586,0.9724323248407648,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
113,113,0.2,1.4744833707809448,0.9875519501278762,1.4890934228897097,0.9720342356687902,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
114,114,0.2,1.4740159511566162,0.9880115089514054,1.4889553785324097,0.9720342356687904,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
115,115,0.2,1.4736521244049072,0.9885310102301772,1.488472819328308,0.9724323248407648,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
116,116,0.2,1.47405743598938,0.9881114130434768,1.488803148269653,0.9724323248407646,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
117,117,0.2,1.473777174949646,0.9885509910485916,1.4878919124603271,0.973228503184714,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
118,118,0.2,1.4736907482147217,0.9883511828644486,1.4883521795272827,0.972929936305733,"[10, 20, 7, 10]",25650,26299,0.938910569105691,0.9404181184668989
